order_id,warehouse,category,order_date,promised_ship_date,actual_ship_date,status,units
WO0000306,Midwest-2,Electronics,2026-06-24,06/26/2026,2026-06-25, Shipped,4
WO0000307,South-4,Home Goods,2026-06-24,2026-06-26,2026-06-26, Shipped,6
WO0000308,West-3,Outdoor,06/24/2026,06/25/2026,06/25/2026,shipped,1
WO0000309,Midwest-2,Home Goods,2026-06-24,06/27/2026,06/27/2026, Shipped,4
WO0000310,Northeast-1,Office Supplies,2026-06-24,2026-06-27,2026-06-26, Shipped,2
WO0000311,West-3,Apparel,2026-06-24,2026-06-25,06/24/2026,Shipped,2
WO0000312,Midwest-2,Home Goods,06/24/2026,06/27/2026,06/27/2026,shipped,10
WO0000313,Midwest-2,Outdoor,2026-06-24,06/26/2026,2026-06-25,Shipped,11
WO0000314,Midwest-2,Electronics,06/24/2026,06/27/2026,2026-06-27,Shipped,3
WO0000315,Midwest-2,Outdoor,06/24/2026,2026-06-25,2026-06-25,Shipped,1
WO0000316,Northeast-1,Apparel,06/24/2026,06/27/2026,2026-06-26, Shipped,4
WO0000317,Northeast-1,Apparel,06/24/2026,06/27/2026,2026-06-27, Shipped,8
WO0000318,Midwest-2,Office Supplies,06/24/2026,2026-06-25,06/24/2026,Shipped,6
WO0000319,South-4,Apparel,06/24/2026,06/27/2026,2026-06-27, Shipped,6
WO0000320,Northeast-1,Electronics,06/24/2026,06/25/2026,06/24/2026,Shipped,11
WO0000321,West-3,Outdoor,2026-06-24,06/25/2026,06/24/2026, Shipped,9
WO0000322,West-3,Apparel,2026-06-24,2026-06-27,2026-06-26,SHIPPED,2
WO0000323,South-4,Home Goods,06/24/2026,06/25/2026,06/24/2026,shipped,3
WO0000324,Midwest-2,Home Goods,06/24/2026,06/25/2026,06/24/2026, Shipped,10
WO0000325,West-3,Office Supplies,2026-06-24,2026-06-27,2026-06-27, Shipped,3
WO0000326,South-4,Office Supplies,2026-06-24,06/25/2026,06/25/2026,SHIPPED,3
WO0000327,Northeast-1,Outdoor,2026-06-24,2026-06-26,2026-06-25, Shipped,9
WO0000328,West-3,Office Supplies,2026-06-24,2026-06-26,06/25/2026,SHIPPED,9
WO0000329,South-4,Electronics,2026-06-24,2026-06-25,2026-06-25, Shipped,11
WO0000330,Northeast-1,Outdoor,06/24/2026,2026-06-27,06/26/2026,Shipped,10
WO0000331,Midwest-2,Apparel,06/24/2026,06/25/2026,06/24/2026,Shipped,7
WO0000332,Northeast-1,Office Supplies,06/24/2026,06/25/2026,06/25/2026,Shipped,10
WO0000333,Northeast-1,Apparel,06/24/2026,2026-06-27,06/27/2026,shipped,3
WO0000334,West-3,Apparel,2026-06-24,2026-06-27,06/30/2026,Delayed,4
WO0000335,West-3,Electronics,06/24/2026,06/27/2026,2026-06-27,shipped,10
WO0000336,Northeast-1,Apparel,06/24/2026,06/27/2026,2026-06-26,Shipped,1
WO0000337,Northeast-1,Outdoor,06/24/2026,2026-06-25,06/24/2026, Shipped,6
WO0000338,West-3,Electronics,2026-06-24,2026-06-25,06/25/2026,shipped,2
WO0000339,West-3,Apparel,2026-06-24,2026-06-26,06/26/2026,shipped,3
WO0000340,South-4,Electronics,2026-06-24,2026-06-27,06/27/2026, Shipped,3
WO0000340,South-4,Electronics,2026-06-24,2026-06-27,06/27/2026, Shipped,3
WO0000341,Midwest-2,Apparel,06/24/2026,06/26/2026,06/25/2026,SHIPPED,7
WO0000342,Northeast-1,Outdoor,06/24/2026,2026-06-26,06/26/2026,SHIPPED,8
WO0000343,West-3,Home Goods,06/24/2026,06/26/2026,2026-06-25, Shipped,2
WO0000344,Northeast-1,Outdoor,2026-06-24,06/27/2026,06/26/2026, Shipped,5
WO0000345,South-4,Apparel,2026-06-24,06/26/2026,06/26/2026,SHIPPED,7
WO0000346,West-3,Electronics,06/24/2026,06/26/2026,2026-06-26, Shipped,5
WO0000347,Midwest-2,Office Supplies,06/24/2026,06/27/2026,06/27/2026, Shipped,7
WO0000348,Northeast-1,Apparel,06/24/2026,2026-06-27,2026-06-27,Shipped,6
WO0000349,Northeast-1,Office Supplies,06/24/2026,2026-06-27,,DELAYED,8
WO0000350,South-4,Electronics,2026-06-24,2026-06-27,06/27/2026,shipped,10
WO0000351,Northeast-1,Apparel,06/24/2026,2026-06-25,06/24/2026,Shipped,5
WO0000352,Midwest-2,Home Goods,2026-06-24,2026-06-26,06/25/2026,shipped,10
WO0000353,Midwest-2,Home Goods,2026-06-24,2026-06-26,06/25/2026, Shipped,3
WO0000354,Midwest-2,Electronics,06/24/2026,2026-06-26,2026-06-26,SHIPPED,8
WO0000355,Northeast-1,Electronics,2026-06-24,06/27/2026,,delayed,8
WO0000356,Midwest-2,Office Supplies,2026-06-24,06/25/2026,2026-06-25,shipped,6
WO0000357,Midwest-2,Apparel,06/24/2026,06/27/2026,2026-06-27, Shipped,7
WO0000358,South-4,Outdoor,06/24/2026,06/26/2026,06/25/2026,shipped,2
WO0000359,Northeast-1,Outdoor,06/24/2026,06/25/2026,06/24/2026, Shipped,7
WO0000360,South-4,Home Goods,06/24/2026,06/25/2026,2026-06-25,shipped,8
WO0000361,Midwest-2,Electronics,06/24/2026,2026-06-25,06/24/2026,SHIPPED,10
WO0000362,Midwest-2,Office Supplies,2026-06-24,2026-06-25,2026-06-25, Shipped,3
WO0000363,Northeast-1,Office Supplies,06/24/2026,06/25/2026,06/25/2026, Shipped,4
WO0000364,South-4,Office Supplies,06/24/2026,06/25/2026,06/25/2026,SHIPPED,6
WO0000365,South-4,Apparel,2026-06-24,06/25/2026,06/24/2026,Shipped,10
WO0000366,South-4,Office Supplies,2026-06-24,2026-06-25,,delayed,7
WO0000367,West-3,Apparel,06/24/2026,2026-06-25,06/25/2026,Shipped,1
WO0000368,West-3,Apparel,06/24/2026,2026-06-25,06/25/2026,Shipped,-1
WO0000369,South-4,Home Goods,2026-06-24,2026-06-27,06/26/2026,SHIPPED,1
WO0000370,West-3,Outdoor,2026-06-24,2026-06-27,2026-07-01,Delayed,3
WO0000371,South-4,Electronics,2026-06-24,2026-06-25,06/24/2026,Shipped,1
WO0000372,West-3,Apparel,2026-06-24,06/25/2026,06/24/2026, Shipped,4
WO0000373,South-4,Electronics,2026-06-24,2026-06-27,2026-06-30,Delayed,1
WO0000374,Midwest-2,Office Supplies,06/24/2026,2026-06-26,06/25/2026,shipped,3
WO0000375,South-4,Outdoor,06/24/2026,2026-06-26,2026-06-25, Shipped,6
WO0000376,Midwest-2,Apparel,06/24/2026,06/27/2026,06/27/2026, Shipped,1
WO0000377,West-3,Home Goods,06/24/2026,2026-06-26,2026-06-25, Shipped,1
WO0000378,Northeast-1,Home Goods,2026-06-24,2026-06-26,06/25/2026,shipped,7
WO0000379,South-4,Electronics,06/24/2026,2026-06-25,06/24/2026,shipped,10
WO0000380,Midwest-2,Electronics,2026-06-24,2026-06-27,06/26/2026,shipped,6
WO0000381,Midwest-2,Home Goods,2026-06-24,2026-06-26,2026-06-26,Shipped,3
WO0000382,Midwest-2,Home Goods,2026-06-24,06/27/2026,2026-06-27,shipped,10
WO0000383,Northeast-1,Outdoor,06/24/2026,06/25/2026,2026-06-25, Shipped,8
WO0000384,South-4,Apparel,2026-06-24,06/25/2026,2026-06-24, Shipped,5
WO0000385,Northeast-1,Apparel,06/24/2026,06/26/2026,06/25/2026,SHIPPED,4
WO0000386,Northeast-1,Office Supplies,2026-06-24,06/25/2026,06/25/2026,Shipped,6
WO0000387,West-3,Home Goods,2026-06-24,2026-06-25,2026-06-25,shipped,3
WO0000387,West-3,Home Goods,2026-06-24,2026-06-25,2026-06-25,shipped,3
WO0000388,South-4,Home Goods,2026-06-24,2026-06-25,06/25/2026,shipped,10
WO0000389,,Home Goods,2026-06-24,2026-06-25,06/25/2026,shipped,10
WO0000390,South-4,Apparel,2026-06-24,2026-06-27,2026-06-26, Shipped,1
WO0000391,South-4,Electronics,06/24/2026,2026-06-27,2026-06-26,shipped,10
WO0000392,Midwest-2,Outdoor,2026-06-25,2026-06-26,06/25/2026,SHIPPED,3
WO0000393,South-4,Office Supplies,2026-06-25,2026-06-28,2026-06-27,Shipped,11
WO0000394,Northeast-1,Electronics,06/25/2026,06/26/2026,06/26/2026,shipped,7
WO0000395,Northeast-1,Electronics,2026-06-25,06/27/2026,06/27/2026,Shipped,1
WO0000396,Midwest-2,Home Goods,06/25/2026,2026-06-26,06/25/2026,SHIPPED,5
WO0000397,West-3,Office Supplies,06/25/2026,06/28/2026,2026-06-27,Shipped,1
WO0000398,South-4,Office Supplies,2026-06-25,2026-06-28,2026-06-28, Shipped,6
WO0000399,West-3,Apparel,06/25/2026,2026-06-27,06/27/2026, Shipped,6
WO0000400,West-3,Electronics,06/25/2026,2026-06-28,06/27/2026,SHIPPED,7
WO0000401,South-4,Electronics,06/25/2026,2026-06-28,06/28/2026,shipped,9
WO0000402,West-3,Outdoor,06/25/2026,06/26/2026,2026-06-25,SHIPPED,6
WO0000403,Midwest-2,Apparel,06/25/2026,06/27/2026,2026-06-27,SHIPPED,1
WO0000404,West-3,Home Goods,06/25/2026,06/28/2026,2026-06-27, Shipped,8
WO0000405,Midwest-2,Outdoor,2026-06-25,06/28/2026,,DELAYED,7
WO0000406,South-4,Apparel,06/25/2026,2026-06-27,2026-06-27,Shipped,8
WO0000407,Midwest-2,Electronics,2026-06-25,06/26/2026,06/25/2026,shipped,11
WO0000408,South-4,Office Supplies,2026-06-25,06/27/2026,2026-06-26,SHIPPED,8
WO0000409,South-4,Office Supplies,2026-06-25,06/26/2026,06/25/2026,SHIPPED,9
WO0000410,Northeast-1,Home Goods,2026-06-25,06/28/2026,2026-06-27,SHIPPED,3
WO0000411,Midwest-2,Office Supplies,06/25/2026,2026-06-26,06/26/2026,shipped,11
WO0000412,South-4,Outdoor,06/25/2026,2026-06-27,06/26/2026, Shipped,2
WO0000413,West-3,Outdoor,2026-06-25,2026-06-27,06/27/2026,Shipped,10
WO0000414,West-3,Outdoor,06/25/2026,2026-06-28,06/27/2026, Shipped,9
WO0000415,Northeast-1,Home Goods,06/25/2026,2026-06-28,2026-06-27,SHIPPED,3
WO0000416,West-3,Office Supplies,2026-06-25,2026-06-26,2026-06-26,shipped,6
WO0000417,West-3,Office Supplies,06/25/2026,06/27/2026,06/27/2026,Shipped,7
WO0000418,Northeast-1,Electronics,06/25/2026,06/27/2026,2026-06-27, Shipped,8
WO0000419,Midwest-2,Apparel,06/25/2026,06/26/2026,2026-06-25,SHIPPED,8
WO0000420,Midwest-2,Outdoor,06/25/2026,2026-06-28,2026-06-27,shipped,7
WO0000421,South-4,Office Supplies,06/25/2026,2026-06-26,2026-06-25, Shipped,5
WO0000422,Midwest-2,Home Goods,06/25/2026,2026-06-26,06/25/2026,SHIPPED,8
WO0000423,Northeast-1,Electronics,06/25/2026,2026-06-28,2026-06-28,SHIPPED,1
WO0000424,Northeast-1,Office Supplies,06/25/2026,06/26/2026,06/27/2026,DELAYED,6
WO0000425,Midwest-2,Home Goods,06/25/2026,2026-06-28,06/28/2026,shipped,11
WO0000426,West-3,Apparel,2026-06-25,2026-06-27,2026-06-26,Shipped,7
WO0000427,Northeast-1,Home Goods,06/25/2026,2026-06-27,2026-06-27,Shipped,4
WO0000428,South-4,Outdoor,2026-06-25,2026-06-27,06/26/2026,shipped,10
WO0000429,South-4,Apparel,06/25/2026,06/26/2026,2026-06-26,shipped,11
WO0000430,South-4,Electronics,2026-06-25,06/26/2026,06/26/2026,SHIPPED,6
WO0000431,South-4,Home Goods,2026-06-25,06/28/2026,06/27/2026,SHIPPED,9
WO0000432,Northeast-1,Apparel,06/25/2026,06/26/2026,2026-06-26, Shipped,2
WO0000433,,Apparel,06/25/2026,06/26/2026,2026-06-26, Shipped,2
WO0000434,West-3,Outdoor,2026-06-25,2026-06-26,06/26/2026,Shipped,11
WO0000435,Northeast-1,Outdoor,06/25/2026,06/27/2026,06/27/2026,Shipped,11
WO0000436,Northeast-1,Apparel,06/25/2026,06/28/2026,2026-06-28,SHIPPED,10
WO0000437,Midwest-2,Apparel,06/25/2026,2026-06-28,06/27/2026, Shipped,7
WO0000438,West-3,Home Goods,06/25/2026,06/26/2026,06/25/2026,shipped,1
WO0000438,West-3,Home Goods,06/25/2026,06/26/2026,06/25/2026,shipped,1
WO0000439,South-4,Apparel,2026-06-25,2026-06-27,2026-06-27,SHIPPED,5
WO0000440,South-4,Office Supplies,2026-06-25,2026-06-26,,DELAYED,10
WO0000441,Midwest-2,Electronics,2026-06-25,2026-06-26,06/25/2026, Shipped,4
WO0000442,Midwest-2,Office Supplies,2026-06-25,06/26/2026,2026-06-26,Shipped,9
WO0000443,Northeast-1,Apparel,2026-06-25,2026-06-28,06/28/2026,Shipped,3
WO0000444,Midwest-2,Electronics,2026-06-25,06/27/2026,2026-06-27,shipped,3
WO0000445,South-4,Home Goods,2026-06-25,2026-06-28,06/27/2026,shipped,11
WO0000446,South-4,Home Goods,2026-06-25,2026-06-28,06/27/2026,shipped,-1
WO0000447,Midwest-2,Home Goods,2026-06-25,2026-06-28,2026-06-28, Shipped,9
WO0000448,South-4,Outdoor,2026-06-25,06/28/2026,06/27/2026,shipped,9
WO0000449,West-3,Electronics,2026-06-25,06/26/2026,2026-07-01,Delayed,3
WO0000450,Northeast-1,Outdoor,06/25/2026,06/28/2026,06/28/2026,shipped,10
WO0000451,West-3,Outdoor,2026-06-25,06/27/2026,,DELAYED,6
WO0000452,South-4,Electronics,2026-06-25,2026-06-26,06/26/2026,SHIPPED,8
WO0000453,Midwest-2,Electronics,06/25/2026,2026-06-28,06/27/2026,SHIPPED,1
WO0000454,Northeast-1,Apparel,06/25/2026,2026-06-28,06/28/2026,shipped,8
WO0000455,West-3,Office Supplies,2026-06-25,2026-06-28,06/28/2026,Shipped,3
WO0000456,Northeast-1,Home Goods,2026-06-25,2026-06-28,2026-06-28,SHIPPED,1
WO0000457,Midwest-2,Apparel,2026-06-25,2026-06-28,06/28/2026,Shipped,11
WO0000458,Northeast-1,Office Supplies,2026-06-25,06/27/2026,2026-06-27,SHIPPED,10
WO0000459,Midwest-2,Apparel,2026-06-25,2026-06-28,06/27/2026,SHIPPED,7
WO0000460,Midwest-2,Home Goods,06/25/2026,2026-06-27,2026-06-26,SHIPPED,4
WO0000461,South-4,Office Supplies,06/25/2026,2026-06-28,06/28/2026,shipped,9
WO0000462,West-3,Office Supplies,06/25/2026,2026-06-26,2026-06-25,Shipped,7
WO0000463,South-4,Office Supplies,06/25/2026,06/27/2026,06/27/2026,shipped,7
WO0000464,Northeast-1,Home Goods,2026-06-25,06/27/2026,06/27/2026,shipped,5
WO0000465,West-3,Apparel,06/25/2026,06/28/2026,06/28/2026,Shipped,1
WO0000466,South-4,Home Goods,06/25/2026,06/28/2026,2026-06-28,SHIPPED,4
WO0000467,Northeast-1,Apparel,2026-06-25,06/26/2026,2026-06-25,SHIPPED,6
WO0000468,Midwest-2,Electronics,2026-06-25,06/26/2026,2026-06-26, Shipped,5
WO0000469,South-4,Outdoor,2026-06-25,06/28/2026,06/28/2026,SHIPPED,3
WO0000469,South-4,Outdoor,2026-06-25,06/28/2026,06/28/2026,SHIPPED,3
WO0000470,South-4,Home Goods,2026-06-25,06/26/2026,06/26/2026, Shipped,5
WO0000471,South-4,Office Supplies,2026-06-25,2026-06-26,06/26/2026, Shipped,5
WO0000472,South-4,Home Goods,06/25/2026,06/26/2026,06/26/2026, Shipped,5
WO0000473,South-4,Outdoor,2026-06-25,2026-06-28,2026-06-27, Shipped,6
WO0000474,South-4,Apparel,2026-06-25,06/28/2026,2026-06-28,shipped,7
WO0000475,,Apparel,2026-06-25,06/28/2026,2026-06-28,shipped,7
WO0000476,Northeast-1,Home Goods,2026-06-25,06/26/2026,06/26/2026,shipped,4
WO0000477,West-3,Office Supplies,2026-06-25,06/26/2026,2026-07-01,DELAYED,2
WO0000478,South-4,Outdoor,2026-06-25,2026-06-28,06/27/2026,SHIPPED,5
WO0000479,West-3,Outdoor,2026-06-25,06/28/2026,06/27/2026,Shipped,6
WO0000480,Northeast-1,Outdoor,06/25/2026,2026-06-28,2026-06-27,shipped,7
WO0000481,Northeast-1,Home Goods,06/25/2026,2026-06-26,06/26/2026, Shipped,10
WO0000482,South-4,Office Supplies,2026-06-25,2026-06-28,06/28/2026,SHIPPED,8
WO0000483,South-4,Home Goods,06/25/2026,2026-06-26,06/25/2026,shipped,2
WO0000484,Northeast-1,Home Goods,2026-06-25,06/27/2026,2026-06-26,shipped,9
WO0000485,Northeast-1,Apparel,06/25/2026,06/28/2026,,Delayed,11
WO0000486,Northeast-1,Office Supplies,2026-06-25,06/27/2026,06/27/2026,Shipped,2
WO0000487,West-3,Apparel,06/25/2026,06/28/2026,06/28/2026, Shipped,6
WO0000488,Northeast-1,Outdoor,06/25/2026,06/27/2026,06/26/2026, Shipped,6
WO0000489,Midwest-2,Electronics,2026-06-25,2026-06-28,06/28/2026,SHIPPED,1
WO0000490,Midwest-2,Apparel,06/25/2026,2026-06-26,2026-06-25,shipped,11
WO0000491,Northeast-1,Office Supplies,06/25/2026,06/28/2026,06/27/2026, Shipped,11
WO0000492,West-3,Outdoor,06/25/2026,06/28/2026,06/28/2026,SHIPPED,3
WO0000493,West-3,Apparel,2026-06-25,2026-06-26,06/26/2026, Shipped,7
WO0000494,West-3,Electronics,2026-06-25,06/27/2026,06/27/2026,SHIPPED,10
WO0000495,West-3,Outdoor,06/25/2026,2026-06-26,2026-06-25,shipped,10
WO0000496,Midwest-2,Outdoor,06/25/2026,06/26/2026,,DELAYED,7
WO0000497,Midwest-2,Apparel,06/25/2026,06/26/2026,,Delayed,1
WO0000498,West-3,Outdoor,2026-06-25,2026-06-26,2026-06-26,shipped,9
WO0000499,South-4,Apparel,06/25/2026,2026-06-26,06/26/2026,SHIPPED,1
WO0000500,,Apparel,06/25/2026,2026-06-26,06/26/2026,SHIPPED,1
WO0000501,Midwest-2,Home Goods,06/25/2026,06/26/2026,2026-06-25, Shipped,8
WO0000502,Northeast-1,Electronics,06/25/2026,2026-06-28,2026-06-28,SHIPPED,4
WO0000503,South-4,Outdoor,06/25/2026,2026-06-27,06/27/2026, Shipped,2
WO0000504,Northeast-1,Office Supplies,2026-06-25,06/28/2026,06/28/2026,shipped,5
WO0000505,Northeast-1,Apparel,2026-06-25,06/27/2026,07/02/2026,DELAYED,7
WO0000506,Northeast-1,Office Supplies,2026-06-25,06/28/2026,2026-06-28,SHIPPED,6
WO0000507,West-3,Home Goods,2026-06-25,06/28/2026,06/28/2026, Shipped,4
WO0000508,Midwest-2,Home Goods,2026-06-25,2026-06-27,2026-06-27,shipped,8
WO0000509,South-4,Office Supplies,06/25/2026,06/26/2026,2026-06-25,Shipped,7
WO0000510,Northeast-1,Outdoor,06/25/2026,2026-06-27,2026-06-26, Shipped,5
WO0000511,West-3,Apparel,2026-06-25,2026-06-27,06/27/2026, Shipped,7
WO0000512,Midwest-2,Outdoor,2026-06-25,2026-06-28,06/28/2026,Shipped,6
WO0000513,Northeast-1,Home Goods,06/25/2026,2026-06-27,2026-06-26,Shipped,6
WO0000514,South-4,Electronics,06/25/2026,2026-06-27,2026-06-26, Shipped,2
WO0000515,South-4,Apparel,2026-06-25,06/28/2026,2026-06-27,Shipped,9
WO0000516,South-4,Outdoor,2026-06-25,06/28/2026,2026-06-28,shipped,3
WO0000517,South-4,Outdoor,06/25/2026,06/27/2026,2026-06-27,shipped,1
WO0000518,South-4,Apparel,2026-06-25,2026-06-27,06/26/2026,SHIPPED,7
WO0000519,Northeast-1,Office Supplies,2026-06-25,06/27/2026,06/27/2026,shipped,4
WO0000520,West-3,Electronics,2026-06-25,06/26/2026,06/26/2026, Shipped,3
WO0000521,West-3,Outdoor,2026-06-25,06/28/2026,2026-06-28,shipped,6
WO0000522,Midwest-2,Home Goods,2026-06-25,2026-06-26,06/25/2026,Shipped,5
WO0000523,South-4,Electronics,06/25/2026,06/26/2026,06/26/2026,shipped,1
WO0000524,South-4,Outdoor,06/25/2026,06/26/2026,2026-06-25,shipped,3
WO0000525,West-3,Home Goods,06/25/2026,06/27/2026,2026-06-27,SHIPPED,2
WO0000526,Midwest-2,Home Goods,06/25/2026,2026-06-26,2026-06-26,Shipped,5
WO0000527,Midwest-2,Apparel,2026-06-25,2026-06-27,06/27/2026, Shipped,9
WO0000528,West-3,Office Supplies,06/26/2026,2026-06-27,06/27/2026,Shipped,3
WO0000529,West-3,Electronics,06/26/2026,06/28/2026,06/27/2026,shipped,9
WO0000530,West-3,Apparel,2026-06-26,06/28/2026,2026-06-27,SHIPPED,8
WO0000531,Northeast-1,Apparel,2026-06-26,06/27/2026,2026-06-27,shipped,9
WO0000532,West-3,Electronics,06/26/2026,06/27/2026,06/26/2026,SHIPPED,9
WO0000533,South-4,Electronics,06/26/2026,06/29/2026,2026-06-28,Shipped,7
WO0000534,South-4,Electronics,2026-06-26,06/27/2026,2026-06-26,SHIPPED,3
WO0000535,Northeast-1,Home Goods,2026-06-26,2026-06-27,2026-06-26,shipped,7
WO0000536,West-3,Outdoor,2026-06-26,06/27/2026,,Cancelled,1
WO0000537,Northeast-1,Apparel,2026-06-26,2026-06-28,06/27/2026,SHIPPED,6
WO0000538,South-4,Outdoor,06/26/2026,2026-06-27,2026-06-26, Shipped,7
WO0000539,West-3,Electronics,06/26/2026,2026-06-29,2026-06-28, Shipped,4
WO0000540,Northeast-1,Office Supplies,2026-06-26,2026-06-27,2026-06-27,Shipped,4
WO0000541,Midwest-2,Outdoor,06/26/2026,06/27/2026,06/27/2026,SHIPPED,6
WO0000542,South-4,Office Supplies,06/26/2026,06/27/2026,2026-06-26,shipped,1
WO0000543,South-4,Home Goods,2026-06-26,06/27/2026,2026-06-26,shipped,4
WO0000544,South-4,Office Supplies,2026-06-26,2026-06-28,2026-06-27, Shipped,3
WO0000545,West-3,Outdoor,2026-06-26,2026-06-28,2026-06-27,SHIPPED,11
WO0000546,West-3,Apparel,06/26/2026,2026-06-27,2026-06-26,Shipped,9
WO0000547,West-3,Outdoor,2026-06-26,06/28/2026,2026-06-28, Shipped,9
WO0000548,West-3,Outdoor,2026-06-26,06/29/2026,2026-06-28,Shipped,11
WO0000549,West-3,Outdoor,2026-06-26,06/28/2026,2026-06-28,shipped,10
WO0000550,West-3,Outdoor,06/26/2026,2026-06-27,06/27/2026,shipped,7
WO0000551,West-3,Office Supplies,2026-06-26,2026-06-28,06/28/2026, Shipped,1
WO0000552,Northeast-1,Outdoor,06/26/2026,2026-06-29,2026-07-03,Delayed,9
WO0000553,South-4,Home Goods,06/26/2026,2026-06-28,06/28/2026, Shipped,3
WO0000554,Northeast-1,Home Goods,06/26/2026,2026-06-28,06/28/2026,SHIPPED,2
WO0000554,Northeast-1,Home Goods,06/26/2026,2026-06-28,06/28/2026,SHIPPED,2
WO0000555,South-4,Electronics,2026-06-26,06/27/2026,06/26/2026,SHIPPED,11
WO0000556,South-4,Apparel,2026-06-26,2026-06-28,2026-06-28,SHIPPED,10
WO0000557,South-4,Office Supplies,2026-06-26,2026-06-29,06/29/2026,Shipped,9
WO0000558,Midwest-2,Electronics,2026-06-26,2026-06-29,06/29/2026,Shipped,5
WO0000559,South-4,Home Goods,06/26/2026,2026-06-27,06/27/2026,shipped,4
WO0000560,South-4,Electronics,06/26/2026,2026-06-29,06/29/2026,SHIPPED,7
WO0000561,Northeast-1,Electronics,2026-06-26,06/27/2026,2026-06-27,Shipped,6
WO0000562,Northeast-1,Outdoor,06/26/2026,06/28/2026,2026-06-27, Shipped,2
WO0000563,Midwest-2,Office Supplies,06/26/2026,06/28/2026,2026-06-27, Shipped,3
WO0000564,Midwest-2,Office Supplies,06/26/2026,06/28/2026,2026-06-27, Shipped,8
WO0000565,South-4,Outdoor,06/26/2026,2026-06-28,2026-06-27,Shipped,8
WO0000566,West-3,Outdoor,06/26/2026,06/29/2026,2026-06-28,SHIPPED,10
WO0000567,South-4,Apparel,2026-06-26,2026-06-27,06/26/2026,SHIPPED,6
WO0000568,West-3,Electronics,06/26/2026,2026-06-28,07/02/2026,delayed,10
WO0000569,West-3,Outdoor,06/26/2026,2026-06-28,06/27/2026,SHIPPED,8
WO0000570,West-3,Electronics,06/26/2026,06/28/2026,07/02/2026,DELAYED,8
WO0000571,Northeast-1,Electronics,06/26/2026,06/27/2026,2026-06-30,delayed,2
WO0000572,Northeast-1,Outdoor,06/26/2026,2026-06-27,2026-06-27,shipped,5
WO0000573,Midwest-2,Office Supplies,2026-06-26,2026-06-29,2026-06-29,SHIPPED,10
WO0000574,South-4,Home Goods,2026-06-26,2026-06-28,06/28/2026, Shipped,11
WO0000575,Midwest-2,Home Goods,2026-06-26,2026-06-29,2026-06-29,SHIPPED,9
WO0000576,Midwest-2,Office Supplies,2026-06-26,06/27/2026,2026-06-26,Shipped,5
WO0000577,Northeast-1,Home Goods,2026-06-26,2026-06-27,,delayed,10
WO0000578,West-3,Home Goods,2026-06-26,06/27/2026,2026-06-26,SHIPPED,9
WO0000579,South-4,Office Supplies,2026-06-26,06/28/2026,2026-06-27, Shipped,10
WO0000580,Northeast-1,Apparel,06/26/2026,2026-06-27,2026-06-26,shipped,5
WO0000581,Northeast-1,Electronics,06/26/2026,06/27/2026,06/26/2026, Shipped,6
WO0000582,Northeast-1,Home Goods,06/26/2026,2026-06-27,2026-06-26,Shipped,2
WO0000583,Northeast-1,Office Supplies,2026-06-26,2026-06-27,06/27/2026,Shipped,4
WO0000584,Northeast-1,Home Goods,2026-06-26,2026-06-29,06/28/2026,SHIPPED,3
WO0000585,Midwest-2,Apparel,06/26/2026,06/29/2026,2026-06-28, Shipped,7
WO0000586,Midwest-2,Outdoor,06/26/2026,2026-06-28,2026-07-03,delayed,11
WO0000587,Midwest-2,Apparel,06/26/2026,2026-06-29,2026-06-28, Shipped,7
WO0000588,West-3,Outdoor,06/26/2026,2026-06-29,07/02/2026,delayed,5
WO0000589,Northeast-1,Office Supplies,2026-06-26,06/28/2026,2026-06-27,Shipped,10
WO0000590,West-3,Home Goods,2026-06-26,06/29/2026,06/28/2026,Shipped,10
WO0000591,Midwest-2,Office Supplies,2026-06-26,2026-06-29,06/28/2026,shipped,8
WO0000592,,Office Supplies,2026-06-26,2026-06-29,06/28/2026,shipped,8
WO0000593,Northeast-1,Electronics,06/26/2026,06/29/2026,06/28/2026,SHIPPED,5
WO0000594,West-3,Home Goods,06/26/2026,2026-06-29,2026-06-29,SHIPPED,11
WO0000595,Midwest-2,Apparel,2026-06-26,06/29/2026,06/29/2026,Shipped,6
WO0000596,South-4,Electronics,06/26/2026,06/28/2026,06/28/2026,SHIPPED,8
WO0000597,Northeast-1,Outdoor,2026-06-26,2026-06-29,2026-06-29, Shipped,8
WO0000598,Midwest-2,Electronics,2026-06-26,06/27/2026,2026-06-26,shipped,9
WO0000599,West-3,Office Supplies,2026-06-26,06/27/2026,2026-06-27,shipped,6
WO0000600,Midwest-2,Office Supplies,2026-06-26,2026-06-28,2026-06-27,shipped,10
WO0000601,Northeast-1,Apparel,2026-06-26,06/29/2026,06/29/2026,shipped,4
WO0000602,West-3,Electronics,06/26/2026,2026-06-29,,Delayed,7
WO0000603,Midwest-2,Electronics,06/26/2026,06/29/2026,2026-06-29, Shipped,7
WO0000604,South-4,Electronics,06/26/2026,06/28/2026,2026-06-28,Shipped,7
WO0000605,West-3,Outdoor,2026-06-26,2026-06-29,2026-06-29, Shipped,4
WO0000606,South-4,Apparel,2026-06-26,06/27/2026,2026-06-27,Shipped,7
WO0000607,Northeast-1,Outdoor,06/26/2026,06/28/2026,2026-06-28,shipped,5
WO0000608,South-4,Apparel,2026-06-26,2026-06-28,2026-06-28,Shipped,8
