ticket_id,month,category,issue,self_service_eligible,resolution_minutes
KB-01804,2,Network & VPN,VPN gateway down (site-wide),N,58.9
KB-01805,2,Network & VPN,VPN gateway down (site-wide),N,118.6
KB-01806,3,Network & VPN,VPN gateway down (site-wide),N,111.3
KB-01807,3,Network & VPN,VPN gateway down (site-wide),N,103.7
KB-01808,4,Network & VPN,VPN gateway down (site-wide),N,129.4
KB-01809,4,Network & VPN,VPN gateway down (site-wide),N,81.9
KB-01810,4,Network & VPN,VPN gateway down (site-wide),N,119.2
KB-01811,5,Network & VPN,VPN gateway down (site-wide),N,54.2
KB-01812,5,Network & VPN,VPN gateway down (site-wide),N,124.0
KB-01813,6,Network & VPN,VPN gateway down (site-wide),N,43.6
KB-01814,6,Network & VPN,VPN gateway down (site-wide),N,94.7
