employee_id,hire_month,department,channel,level,comp_ratio,manager_span,overtime_hours_monthly,avg_engagement_score,tenure_months,months_observable,terminated_voluntary
EMP-01144,2024-09,Marketing,Agency,Mid,0.943,9,5.3,73.6,15,15,No
EMP-01145,2024-10,Marketing,Agency,Mid,0.951,9,2.4,53.7,14,14,No
EMP-01146,2024-10,Marketing,Agency,Entry,1.021,3,2.2,78.1,14,14,No
EMP-01147,2024-11,Marketing,Agency,Mid,0.959,6,4.3,89.5,13,13,No
EMP-01148,2024-11,Marketing,Agency,Mid,0.831,3,8.2,41.9,1,13,Yes
EMP-01149,2024-12,Marketing,Agency,Entry,0.938,6,9.2,76.2,12,12,No
EMP-01150,2024-12,Marketing,Agency,Entry,0.866,3,0.0,84.6,12,12,No
EMP-01151,2025-01,Marketing,Agency,Entry,0.868,6,7.8,66.7,11,11,No
EMP-01152,2025-02,Marketing,Agency,Mid,0.79,6,10.1,91.2,10,10,No
EMP-01153,2025-02,Marketing,Agency,Manager,0.848,4,13.3,86.2,3,10,Yes
EMP-01154,2025-03,Marketing,Agency,Senior,0.966,5,0.0,45.2,9,9,No
EMP-01155,2025-03,Marketing,Agency,Mid,0.998,5,9.4,70.6,9,9,No
EMP-01156,2025-04,Marketing,Agency,Entry,0.96,6,13.5,87.4,6,8,Yes
EMP-01157,2025-04,Marketing,Agency,Entry,0.803,3,2.6,78.8,8,8,No
EMP-01158,2025-05,Marketing,Agency,Entry,0.874,7,0.0,56.7,7,7,No
EMP-01159,2025-06,Marketing,Agency,Manager,0.991,4,8.2,46.2,6,6,No
EMP-01160,2025-06,Marketing,Agency,Entry,1.0,8,4.2,53.3,6,6,No
EMP-01161,2025-06,Marketing,Agency,Entry,0.847,9,8.5,79.7,6,6,No
EMP-01162,2025-07,Marketing,Agency,Mid,1.16,3,2.8,44.1,5,5,No
EMP-01163,2025-07,Marketing,Agency,Mid,1.097,3,12.9,74.9,3,5,Yes
EMP-01164,2025-08,Marketing,Agency,Entry,0.856,9,8.7,35.7,4,4,No
EMP-01165,2025-09,Marketing,Agency,Mid,0.972,7,0.0,82.3,2,3,Yes
EMP-01166,2025-10,Marketing,Agency,Entry,0.834,5,3.2,73.8,2,2,No
EMP-01167,2025-10,Marketing,Agency,Senior,0.85,8,8.7,61.0,2,2,No
EMP-01168,2025-11,Marketing,Agency,Senior,1.203,3,9.5,85.4,1,1,No
EMP-01169,2025-11,Marketing,Agency,Entry,0.914,6,6.9,50.1,1,1,No
EMP-01170,2025-12,Marketing,Agency,Entry,0.97,6,0.0,59.0,1,1,No
EMP-01171,2024-01,Marketing,Campus,Senior,0.813,8,2.3,97.8,23,23,No
EMP-01172,2024-02,Marketing,Campus,Entry,0.954,8,8.9,64.4,19,22,Yes
EMP-01173,2024-03,Marketing,Campus,Mid,1.059,7,9.6,64.1,20,21,Yes
EMP-01174,2024-04,Marketing,Campus,Mid,0.99,6,0.0,50.2,20,20,No
EMP-01175,2024-05,Marketing,Campus,Entry,1.018,4,6.0,88.5,19,19,No
EMP-01176,2024-06,Marketing,Campus,Mid,0.964,8,9.1,48.9,1,18,Yes
EMP-01177,2024-07,Marketing,Campus,Entry,0.918,6,15.9,78.1,17,17,No
EMP-01178,2024-08,Marketing,Campus,Entry,1.036,3,14.0,81.4,7,16,Yes
EMP-01179,2024-09,Marketing,Campus,Mid,0.945,4,0.0,64.9,15,15,No
EMP-01180,2024-10,Marketing,Campus,Mid,1.196,8,20.0,65.1,14,14,No
EMP-01181,2024-11,Marketing,Campus,Mid,1.014,6,3.9,52.4,3,13,Yes
EMP-01182,2024-12,Marketing,Campus,Entry,1.015,8,5.9,65.0,8,12,Yes
EMP-01183,2025-01,Marketing,Campus,Entry,1.1,5,0.2,82.1,11,11,No
EMP-01184,2025-02,Marketing,Campus,Entry,0.927,6,2.9,74.1,5,10,Yes
EMP-01185,2025-03,Marketing,Campus,Mid,0.979,7,11.0,30.6,9,9,No
EMP-01186,2025-04,Marketing,Campus,Mid,1.049,3,4.6,64.5,8,8,No
EMP-01187,2025-05,Marketing,Campus,Manager,0.963,6,4.1,71.9,7,7,No
EMP-01188,2025-06,Marketing,Campus,Entry,0.799,4,5.6,65.1,2,6,Yes
EMP-01189,2025-07,Marketing,Campus,Entry,0.906,4,5.9,78.1,5,5,No
EMP-01190,2025-08,Marketing,Campus,Entry,0.949,7,8.3,56.5,4,4,Yes
EMP-01191,2025-09,Marketing,Campus,Entry,0.919,4,1.8,75.5,3,3,No
EMP-01192,2025-10,Marketing,Campus,Senior,1.184,9,6.7,58.5,2,2,No
EMP-01193,2025-11,Marketing,Campus,Entry,1.031,5,3.7,49.3,1,1,No
EMP-01194,2025-12,Marketing,Campus,Mid,0.981,6,3.7,55.8,1,1,No
EMP-01195,2024-01,Marketing,Internal Transfer,Senior,1.044,3,0.0,24.0,23,23,No
EMP-01196,2024-01,Marketing,Internal Transfer,Entry,1.024,6,5.8,63.7,23,23,No
EMP-01197,2024-02,Marketing,Internal Transfer,Mid,1.056,9,6.0,76.6,5,22,Yes
EMP-01198,2024-03,Marketing,Internal Transfer,Entry,1.102,3,0.0,70.1,1,21,Yes
EMP-01199,2024-03,Marketing,Internal Transfer,Entry,0.855,8,9.8,44.7,2,21,Yes
EMP-01200,2024-03,Marketing,Internal Transfer,Entry,0.889,7,5.4,90.4,21,21,No
EMP-01201,2024-04,Marketing,Internal Transfer,Entry,1.041,9,2.3,86.8,20,20,No
EMP-01202,2024-04,Marketing,Internal Transfer,Mid,0.929,8,0.0,69.8,20,20,No
EMP-01203,2024-05,Marketing,Internal Transfer,Senior,1.057,6,0.0,56.5,6,19,Yes
EMP-01204,2024-06,Marketing,Internal Transfer,Mid,0.819,11,0.5,58.9,8,18,Yes
EMP-01205,2024-07,Marketing,Internal Transfer,Entry,1.053,5,5.1,70.3,4,17,Yes
EMP-01206,2024-07,Marketing,Internal Transfer,Senior,0.898,6,0.0,51.0,10,17,Yes
EMP-01207,2024-08,Marketing,Internal Transfer,Senior,0.883,5,13.2,77.1,16,16,No
EMP-01208,2024-08,Marketing,Internal Transfer,Entry,0.95,8,12.8,53.4,15,16,Yes
EMP-01209,2024-09,Marketing,Internal Transfer,Mid,1.014,8,3.0,91.1,4,15,Yes
EMP-01210,2024-10,Marketing,Internal Transfer,Entry,0.911,10,20.9,33.9,4,14,Yes
EMP-01211,2024-10,Marketing,Internal Transfer,Entry,0.966,8,10.2,65.8,14,14,No
EMP-01212,2024-12,Marketing,Internal Transfer,Entry,0.96,7,8.0,98.5,3,12,Yes
EMP-01213,2024-12,Marketing,Internal Transfer,Senior,1.022,3,5.3,80.0,12,12,No
EMP-01214,2025-01,Marketing,Internal Transfer,Mid,1.068,3,7.9,47.0,11,11,No
EMP-01215,2025-03,Marketing,Internal Transfer,Mid,0.985,7,4.0,72.8,9,9,No
EMP-01216,2025-03,Marketing,Internal Transfer,Entry,0.981,3,8.4,92.6,9,9,No
EMP-01217,2025-04,Marketing,Internal Transfer,Senior,0.915,6,7.4,88.4,8,8,No
EMP-01218,2025-04,Marketing,Internal Transfer,Entry,0.898,5,4.4,51.3,8,8,No
EMP-01219,2025-05,Marketing,Internal Transfer,Manager,1.061,4,5.2,74.8,7,7,No
EMP-01220,2025-06,Marketing,Internal Transfer,Mid,1.185,6,11.5,71.3,6,6,No
EMP-01221,2025-07,Marketing,Internal Transfer,Entry,0.981,8,0.0,56.1,5,5,No
EMP-01222,2025-07,Marketing,Internal Transfer,Senior,1.075,7,13.6,61.0,5,5,No
EMP-01223,2025-08,Marketing,Internal Transfer,Entry,1.005,9,2.7,58.4,4,4,No
EMP-01224,2025-08,Marketing,Internal Transfer,Entry,0.971,6,5.6,56.2,4,4,No
EMP-01225,2025-09,Marketing,Internal Transfer,Mid,1.072,7,0.5,43.0,3,3,No
EMP-01226,2025-10,Marketing,Internal Transfer,Entry,1.007,6,0.0,68.7,2,2,No
EMP-01227,2025-11,Marketing,Internal Transfer,Entry,1.072,11,2.5,72.7,1,1,No
EMP-01228,2025-11,Marketing,Internal Transfer,Mid,0.798,9,3.0,74.0,1,1,No
EMP-01229,2025-12,Marketing,Internal Transfer,Mid,0.925,7,7.2,48.1,1,1,No
EMP-01230,2025-12,Marketing,Internal Transfer,Manager,1.001,8,10.5,59.4,1,1,No
